Name,Description,r-testis
ENSG00000236278.2,PEBP1P3,0.755196436
ENSG00000160957.12,RECQL4,0.755078225
ENSG00000239374.1,RP11-407P2.1,0.754793357
ENSG00000100577.18,GSTZ1,0.754782655
ENSG00000227617.8,CERS6-AS1,0.754779185
ENSG00000135451.12,TROAP,0.754676745
ENSG00000257900.2,RP11-454K7.1,0.754586729
ENSG00000261279.5,ULK4P1,0.754555031
ENSG00000225170.2,RP5-828K20.1,0.754481706
ENSG00000283148.1,RP11-456N14.4,0.75447489
ENSG00000283511.1,RP11-456N14.6,0.75437174
ENSG00000211752.3,TRBV27,0.75423337
ENSG00000088305.18,DNMT3B,0.754211723
ENSG00000271734.1,RP1-111B22.3,0.754143271
ENSG00000175595.14,ERCC4,0.753881849
ENSG00000106330.11,MOSPD3,0.753659439
ENSG00000115194.10,SLC30A3,0.753657094
ENSG00000253665.1,RP11-359E19.2,0.753552049
ENSG00000258748.1,CTD-2223O18.1,0.753476301
ENSG00000250131.1,RP11-130F10.1,0.753460112
ENSG00000223427.1,AC016716.1,0.753459477
ENSG00000158816.15,VWA5B1,0.75343293
ENSG00000110721.11,CHKA,0.753418296
ENSG00000231842.1,RP11-527F13.1,0.753368701
ENSG00000279708.1,CTD-2335A18.2,0.753203416
ENSG00000186369.10,LINC00643,0.753120854
ENSG00000133935.6,C14orf1,0.75293683
ENSG00000233746.1,LINC00656,0.752865818
ENSG00000133275.15,CSNK1G2,0.752827805
ENSG00000236491.1,RP13-565O16.2,0.752825703
ENSG00000161921.14,CXCL16,0.752774778
ENSG00000254202.1,RP11-120I21.2,0.752732197
ENSG00000156973.13,PDE6D,0.752644785
ENSG00000157303.10,SUSD3,0.752615681
ENSG00000258643.5,BCL2L2-PABPN1,0.752551026
ENSG00000228368.1,AC106873.4,0.75251505
ENSG00000272256.1,RP11-489E7.4,0.752467618
ENSG00000244510.2,GS1-124K5.7,0.75239074
ENSG00000248568.1,KRT8P48,0.752312758
ENSG00000260891.1,RP11-96D1.5,0.752294443
ENSG00000218632.3,RPL7P28,0.75223821
ENSG00000205693.3,MANSC4,0.752222677
ENSG00000229809.8,ZNF688,0.75198205
ENSG00000163930.9,BAP1,0.751884054
ENSG00000253138.5,LINC00967,0.751731739
ENSG00000180767.9,CHST13,0.751710302
ENSG00000277504.1,RP11-278A23.4,0.751579147
ENSG00000228106.5,RP11-452F19.3,0.751454401
ENSG00000179131.7,RP11-458F8.3,0.751352997
ENSG00000238065.1,AC010740.1,0.751234047
ENSG00000207062.1,SNORA15,0.751219249
ENSG00000251226.1,RP11-469N6.1,0.751194797
ENSG00000182481.8,KPNA2,0.751119476
ENSG00000244515.1,KRT18P34,0.751069462
ENSG00000198674.3,OR10G6,0.75083852
ENSG00000228118.3,MYL6P5,0.750732359
ENSG00000079313.13,REXO1,0.750686571
ENSG00000254151.1,NIPA2P4,0.750630888
ENSG00000204438.10,GPANK1,0.750381462
ENSG00000243969.1,RP11-439C8.1,0.750370526
ENSG00000092140.14,G2E3,0.750282164
ENSG00000283217.1,RP11-472I20.3,0.750204241
ENSG00000250374.3,TRIM75P,0.749903728
ENSG00000216721.3,AC093850.1,0.749664015
ENSG00000255239.1,TREHP1,0.749365056
ENSG00000279668.2,CTC-304I17.6,0.749247148
ENSG00000273568.1,RP11-417L19.6,0.748844386
ENSG00000233765.1,RP11-154P18.2,0.748803933
ENSG00000184967.6,NOC4L,0.748659247
ENSG00000153157.12,SYCP2L,0.748548445
ENSG00000235081.1,AC010492.2,0.748291909
ENSG00000262445.3,CTD-2545H1.2,0.748291635
ENSG00000265975.1,CTB-41I6.2,0.748270715
ENSG00000160051.11,IQCC,0.747740605
ENSG00000261659.2,LA16c-313D11.12,0.747598185
ENSG00000277701.4,RP11-734K23.9,0.747521299
ENSG00000118894.14,EEF2KMT,0.747447508
ENSG00000104218.14,CSPP1,0.747440846
ENSG00000230189.7,GS1-124K5.2,0.747126383
ENSG00000131480.8,AOC2,0.74682617
ENSG00000089101.17,CFAP61,0.746740347
ENSG00000234193.1,AC097461.4,0.746627492
ENSG00000239983.1,RP11-79E3.1,0.746482375
ENSG00000234471.1,AC147651.1,0.746352186
ENSG00000229414.2,KCNQ1-AS1,0.74612228
ENSG00000275965.1,RP11-386M24.10,0.745974666
ENSG00000266654.1,RP11-1376P16.1,0.745959272
ENSG00000186625.13,KATNA1,0.74567899
ENSG00000256211.1,RP11-1018J11.1,0.745606433
ENSG00000213005.3,PTTG3P,0.745579002
ENSG00000271945.1,RP11-354K4.2,0.745204325
ENSG00000132823.10,OSER1,0.745142024
ENSG00000130720.12,FIBCD1,0.745094923
ENSG00000177776.8,RPS2P2,0.74506114
ENSG00000146834.13,MEPCE,0.744934605
ENSG00000184492.6,FOXD4L1,0.744924193
ENSG00000188770.9,OPTC,0.744865715
ENSG00000242136.1,RP11-734K21.2,0.744827618
ENSG00000155592.15,ZKSCAN2,0.744749002
ENSG00000253112.1,CTD-2373N4.5,0.744691273
ENSG00000128610.11,FEZF1,0.744690093
ENSG00000165886.4,UBTD1,0.744458053
ENSG00000156463.17,SH3RF2,0.74443274
ENSG00000088356.5,PDRG1,0.74440989
ENSG00000248964.6,RP11-94H18.1,0.744285337
ENSG00000168038.10,ULK4,0.744211332
ENSG00000177144.7,NUDT4P1,0.744171621
ENSG00000100335.13,MIEF1,0.743950681
ENSG00000229930.1,RP11-504P24.5,0.74392191
ENSG00000184949.15,FAM227A,0.743685494
ENSG00000279879.1,RP11-1072C15.6,0.743676808
ENSG00000261777.5,RP11-529K1.2,0.743421068
ENSG00000236296.7,GUSBP5,0.743354442
ENSG00000214415.3,GNAT3,0.743340429
ENSG00000239856.3,RN7SL225P,0.743273346
ENSG00000257905.1,RP3-432I18.1,0.743191549
ENSG00000253173.3,RP11-152C15.1,0.743031343
ENSG00000254485.5,RP11-380O24.1,0.742888685
ENSG00000274929.1,RP11-165D7.5,0.742762009
ENSG00000241431.1,RPL37P6,0.742758121
ENSG00000255866.1,RP11-221N13.2,0.742676442
ENSG00000258979.1,RP11-433J8.2,0.742445341
ENSG00000260232.1,PWRN4,0.742435873
ENSG00000224152.1,AC009506.1,0.742422418
ENSG00000236680.1,RP11-296P7.4,0.742212605
ENSG00000236616.3,BAK1P2,0.742148568
ENSG00000182531.7,OR7E115P,0.742132156
ENSG00000267647.1,MAP1LC3P,0.741955474
ENSG00000177889.9,UBE2N,0.7416197
ENSG00000234854.1,LINC00676,0.741538464
ENSG00000269961.1,CTD-2033C11.1,0.741492325
ENSG00000143653.9,SCCPDH,0.7414758
ENSG00000250536.1,ABHD17AP3,0.741256784
ENSG00000037241.7,RPL26L1,0.741156451
ENSG00000227890.1,PSMA2P3,0.741051787
ENSG00000226363.3,HAGLROS,0.741050807
ENSG00000259804.1,CTD-2012K14.7,0.740969859
ENSG00000234030.1,TMEM97P1,0.740823827
ENSG00000130413.15,STK33,0.740820743
ENSG00000174917.8,C19orf70,0.740749349
ENSG00000243224.1,RP5-1157M23.2,0.74070368
ENSG00000233230.1,AC079807.2,0.740572824
ENSG00000253919.1,THAP12P7,0.740053734
ENSG00000251451.1,GTF2IP9,0.739871516
ENSG00000242142.1,SERBP1P3,0.73978805
ENSG00000234099.1,MTND4P11,0.739772791
ENSG00000218772.2,FAM8A6P,0.739682649
ENSG00000223500.1,AC083862.6,0.739676759
ENSG00000255648.1,RP11-361I14.2,0.739556905
ENSG00000227001.3,NBPF2P,0.739415921
ENSG00000171044.10,XKR6,0.739382581
ENSG00000258116.1,RP11-493L12.6,0.739328873
ENSG00000174943.9,KCTD13,0.739322362
ENSG00000128944.13,KNSTRN,0.739070203
ENSG00000274248.1,AJ011932.1,0.73893076
ENSG00000235145.2,RPSAP16,0.738639668
ENSG00000230449.1,RPL7P4,0.738575867
ENSG00000223462.2,RP11-285G1.9,0.738552107
ENSG00000254461.1,RP11-755F10.3,0.738468654
ENSG00000260273.1,RP11-425D10.10,0.738410261
ENSG00000258569.1,RP11-99E15.2,0.738408299
ENSG00000228175.3,GEMIN8P4,0.738340121
ENSG00000278301.1,GRAMD4P3,0.738314128
ENSG00000166352.15,C11orf74,0.738292383
ENSG00000254321.1,RP11-495O10.1,0.738285786
ENSG00000075151.20,EIF4G3,0.738153566
ENSG00000225982.1,RP11-538D16.3,0.738089917
ENSG00000278770.1,Metazoa_SRP,0.738072368
ENSG00000228563.1,AL133247.2,0.738049025
ENSG00000181798.2,LINC00471,0.737671265
ENSG00000188981.10,MSANTD1,0.737634058
ENSG00000226510.1,UPK1A-AS1,0.737612084
ENSG00000226022.1,AC026167.1,0.737484653
ENSG00000179577.3,KB-1552D7.2,0.737466252
ENSG00000231465.2,RP11-542K23.9,0.73740819
ENSG00000114107.8,CEP70,0.737406972
ENSG00000184047.16,DIABLO,0.73727205
ENSG00000277581.1,RP4-616B8.6,0.737179868
ENSG00000262358.1,CTD-3195I5.4,0.736805076
ENSG00000101680.14,LAMA1,0.736783455
ENSG00000260605.1,RP11-883G14.3,0.736781912
ENSG00000182648.11,LINC01006,0.73675903
ENSG00000267461.1,RP11-120M18.5,0.73671891
ENSG00000230872.1,MFSD13B,0.736685127
ENSG00000120094.6,HOXB1,0.736632063
ENSG00000183054.11,RGPD6,0.736608863
ENSG00000255268.2,RP11-707M1.9,0.736474431
ENSG00000166436.15,TRIM66,0.736340483
ENSG00000259556.2,RP11-56B16.2,0.73615236
ENSG00000237631.2,RP11-72B4.2,0.736078579
ENSG00000253539.1,RP11-402L5.1,0.735958068
ENSG00000178965.13,ERICH3,0.735878218
ENSG00000117400.16,MPL,0.735868679
ENSG00000214402.6,LCNL1,0.735861183
ENSG00000236180.2,RP11-163G10.4,0.735730911
ENSG00000121931.15,LRIF1,0.735564776
ENSG00000204194.1,RPL12P1,0.73554807
ENSG00000225798.1,AC025918.2,0.735532958
ENSG00000242370.1,KCNAB1-AS1,0.735482976
ENSG00000185621.11,LMLN,0.73542696
ENSG00000238001.2,SNRPCP1,0.735385012
ENSG00000096872.15,IFT74,0.73533707
ENSG00000261594.3,TPBGL,0.735185766
ENSG00000135097.6,MSI1,0.735183601
ENSG00000261097.1,LINC00563,0.735133328
ENSG00000258983.2,RP11-507K2.2,0.735110085
ENSG00000164512.17,ANKRD55,0.735097364
ENSG00000259225.6,RP11-1008C21.1,0.735096169
ENSG00000070031.3,SCT,0.734955714
ENSG00000149201.9,CCDC81,0.734598538
ENSG00000225333.6,RP1-144F13.4,0.734431883
ENSG00000136943.10,CTSV,0.734298974
ENSG00000233457.1,RP11-336N8.1,0.734180048
ENSG00000220494.4,YAP1P1,0.734157194
ENSG00000273061.1,CDC37L1-AS1,0.733730095
ENSG00000259523.1,RP11-680F8.3,0.733670751
ENSG00000271919.1,RP11-269G24.8,0.733340556
ENSG00000260177.1,RP4-536B24.3,0.733318942
ENSG00000276188.1,RP11-173P15.10,0.733316194
ENSG00000249050.1,RP11-375N15.1,0.733275087
ENSG00000159685.10,CHCHD6,0.733213936
ENSG00000236078.1,LINC01447,0.732980344
ENSG00000214807.2,NPM1P31,0.732857849
ENSG00000268945.1,CTD-2192J16.26,0.732763167
ENSG00000242849.2,ALDOAP1,0.732650899
ENSG00000243758.1,RPL35AP15,0.732516754
ENSG00000180233.10,ZNRF2,0.732516571
ENSG00000174007.7,CEP19,0.732507944
ENSG00000171116.7,HSFX1,0.732256423
ENSG00000254991.1,RP13-631K18.3,0.732142832
ENSG00000236618.2,PITPNA-AS1,0.732115207
ENSG00000149243.15,KLHL35,0.732110568
ENSG00000170468.7,RIOX1,0.732066964
ENSG00000263846.1,CIAPIN1P,0.732017856
ENSG00000278870.2,OR51G1,0.731625586
ENSG00000233403.1,RP11-86A5.1,0.731538715
ENSG00000179299.16,NSUN7,0.731508554
ENSG00000125611.15,CHCHD5,0.731467446
ENSG00000236432.7,AC097662.2,0.731275356
ENSG00000138152.8,BTBD16,0.731246838
ENSG00000267065.2,LINC02080,0.73121188
ENSG00000148225.15,WDR31,0.730920776
ENSG00000185186.8,LINC00313,0.73087388
ENSG00000213188.3,YBX1P4,0.730844381
ENSG00000272735.1,RP11-467P9.1,0.730704529
ENSG00000144231.10,POLR2D,0.730649799
ENSG00000274922.1,RP11-88E10.5,0.730614723
ENSG00000264940.4,SNORD3C,0.730411754
ENSG00000168005.8,C11orf84,0.730052789
ENSG00000130695.14,CEP85,0.729981705
ENSG00000279885.1,RP11-637N19.1,0.729964343
ENSG00000259363.5,CTD-2054N24.2,0.729952626
ENSG00000139734.17,DIAPH3,0.729700652
ENSG00000249934.2,NCOA4P2,0.729515215
ENSG00000222046.2,DCDC2B,0.729379526
ENSG00000253133.1,RP11-360L9.4,0.728977976
ENSG00000261652.2,C15orf65,0.728711075
ENSG00000277350.1,RP11-395E19.6,0.728548629
ENSG00000231226.1,TRIM31-AS1,0.728493326
ENSG00000255063.1,RP11-718B12.1,0.728469297
ENSG00000182816.8,KRTAP13-2,0.728429305
ENSG00000266990.1,LLNLR-284B4.2,0.728263502
ENSG00000258829.1,CTD-2243E23.1,0.728209114
ENSG00000261737.1,RP4-612B15.3,0.728202753
ENSG00000148835.10,TAF5,0.728164356
ENSG00000233647.2,NENFP1,0.728118396
ENSG00000186281.12,GPAT2,0.727973598
ENSG00000244657.1,GS1-124K5.8,0.727947873
ENSG00000279642.1,RP5-1033E15.3,0.727934286
ENSG00000224014.1,RP11-488L18.6,0.727927756
ENSG00000257434.1,RP11-81K13.1,0.727752798
ENSG00000134595.8,SOX3,0.72775205
ENSG00000267424.1,CTD-2265O21.3,0.727572601
ENSG00000182749.5,PAQR7,0.727540487
ENSG00000231147.2,ARHGAP42P2,0.727522559
ENSG00000011590.13,ZBTB32,0.727407127
ENSG00000233155.1,HMGA1P8,0.727190984
ENSG00000272189.1,RP3-325F22.5,0.72710445
ENSG00000264359.1,NEK4P2,0.727083902
ENSG00000227682.2,ATP5A1P2,0.726993634
ENSG00000270937.1,RP5-856G1.1,0.726749307
ENSG00000225505.1,RP11-330C7.3,0.726662224
ENSG00000105258.8,POLR2I,0.726509373
ENSG00000263080.1,RP11-485G7.5,0.726433755
ENSG00000189196.4,LINC00994,0.726338268
ENSG00000224888.4,RP5-1142A6.2,0.7261524
ENSG00000112238.11,PRDM13,0.725754239
ENSG00000257056.2,RP11-966I7.2,0.725636829
ENSG00000270870.1,GS1-531I17.2,0.72558592
ENSG00000237766.2,GGTA2P,0.725578459
ENSG00000145626.11,UGT3A1,0.72556194
ENSG00000162543.5,UBXN10,0.725475063
ENSG00000256737.1,RBBP4P5,0.725307915
ENSG00000143228.12,NUF2,0.725168335
ENSG00000173868.11,PHOSPHO1,0.724604429
ENSG00000112983.17,BRD8,0.724467471
ENSG00000277481.1,PKD1L3,0.724386005
ENSG00000225964.5,NRIR,0.724168189
ENSG00000261159.1,RP11-723O4.9,0.724095566
ENSG00000231892.1,AC073316.2,0.723951462
ENSG00000260608.1,RP11-382A20.7,0.723687022
ENSG00000162761.14,LMX1A,0.723629518
ENSG00000247311.2,CTC-441N14.2,0.723331072
ENSG00000280038.1,DNM1P41,0.723295515
ENSG00000243674.1,OR7E66P,0.723055786
ENSG00000102794.9,ACOD1,0.72300864
ENSG00000237412.6,PRSS56,0.722991428
ENSG00000255817.1,RP11-196H14.4,0.722853401
ENSG00000233854.1,POU6F2-AS2,0.722835255
ENSG00000259015.1,RP11-109N23.6,0.722776694
ENSG00000242562.1,DCAF13P1,0.722698674
ENSG00000135315.11,CEP162,0.722513773
ENSG00000267419.2,CTC-559E9.6,0.722433988
ENSG00000224596.7,ZMIZ1-AS1,0.722390379
ENSG00000227948.4,AC003989.4,0.72224886
ENSG00000197233.7,OR1J2,0.722244164
ENSG00000277448.1,RP11-538C21.2,0.722119899
ENSG00000196437.10,ZNF569,0.722055737
ENSG00000169118.17,CSNK1G1,0.722013424
ENSG00000151092.16,NGLY1,0.721974728
ENSG00000188856.6,RPSAP47,0.72195683
ENSG00000231638.1,AC011738.4,0.721912243
ENSG00000252097.1,RNU6-346P,0.72186785
ENSG00000157429.15,ZNF19,0.72181156
ENSG00000197487.8,GALP,0.721650387
ENSG00000259426.5,RP11-253M7.1,0.721628758
ENSG00000184616.8,SPDYE12P,0.721088163
ENSG00000283566.2,ABC13-47656900H15.1,0.720879541
ENSG00000129535.12,NRL,0.720628435
ENSG00000101888.11,NXT2,0.720614901
ENSG00000243193.4,CTA-360L10.1,0.720313635
ENSG00000189159.15,HN1,0.720287809
ENSG00000226965.1,AC003088.1,0.720087097
ENSG00000239533.6,GOLGA2P2Y,0.719922265
ENSG00000253966.1,CTC-455F18.3,0.719830403
ENSG00000259248.5,USP3-AS1,0.719811334
ENSG00000248394.1,FOSL1P1,0.719690093
ENSG00000182376.2,RP5-1142A6.8,0.719639366
ENSG00000181915.4,ADO,0.71929667
ENSG00000162066.14,AMDHD2,0.719232706
ENSG00000248278.1,SUMO2P17,0.719117972
ENSG00000146215.13,CRIP3,0.719090587
ENSG00000105197.10,TIMM50,0.719053664
ENSG00000274486.1,RP11-60C6.8,0.719014652
ENSG00000266307.1,MIR5093,0.719002508
ENSG00000235571.1,SNX18P14,0.718904779
ENSG00000261513.1,RP11-432I5.8,0.718712776
ENSG00000254267.1,KB-1458E12.1,0.718661682
ENSG00000267577.1,CTD-2587H24.5,0.718361007
ENSG00000103363.14,ELOB,0.718171647
ENSG00000241746.1,RP11-941H19.1,0.718123337
ENSG00000202399.1,Y_RNA,0.718116959
ENSG00000104899.7,AMH,0.718056994
ENSG00000272425.1,RP11-363E6.4,0.718036343
ENSG00000177058.11,SLC38A9,0.717923383
ENSG00000278095.1,RP11-283G6.6,0.717885312
ENSG00000255375.1,RP1-65P5.5,0.717708584
ENSG00000119397.16,CNTRL,0.717502559
ENSG00000271707.1,ATP1B3P1,0.717461649
ENSG00000112742.9,TTK,0.717456372
ENSG00000224825.2,RORB-AS1,0.717422721
ENSG00000259805.1,RP11-382A20.5,0.71713698
ENSG00000121988.17,ZRANB3,0.716960509
ENSG00000234458.4,OR7E130P,0.716830806
ENSG00000261222.2,CTD-2006K23.1,0.71677818
ENSG00000204977.9,TRIM13,0.71677289
ENSG00000244019.1,RPS2P24,0.716739296
ENSG00000214245.3,PUDPP3,0.716713015
ENSG00000188269.8,OR7A5,0.716688414
ENSG00000237118.2,CYP2F2P,0.716432068
ENSG00000141552.17,ANAPC11,0.716351324
ENSG00000243085.1,RP11-392E22.3,0.716242072
ENSG00000273365.1,RP11-466F5.10,0.716171966
ENSG00000249492.1,RP11-159F24.3,0.715819492
ENSG00000227517.6,LINC01483,0.715799894
ENSG00000224189.6,HAGLR,0.715648474
ENSG00000197992.6,CLEC9A,0.715606737
ENSG00000100578.14,KIAA0586,0.715574531
ENSG00000278200.1,LINC01971,0.715431948
ENSG00000249035.6,CTB-113P19.1,0.7154193
ENSG00000125818.17,PSMF1,0.715390288
ENSG00000129214.14,SHBG,0.7153153
ENSG00000239978.1,OR7E53P,0.715315078
ENSG00000181873.12,IBA57,0.715237934
ENSG00000228839.5,PIK3IP1-AS1,0.715186946
ENSG00000232818.2,RPS2P32,0.715101372
ENSG00000274425.1,AC114271.2,0.714911074
ENSG00000232448.1,RP11-416N4.1,0.714821433
ENSG00000156990.14,RPUSD3,0.714667719
ENSG00000275178.1,RP11-4B16.3,0.714529415
ENSG00000227189.2,AC092535.3,0.714478563
ENSG00000121486.11,TRMT1L,0.714386586
ENSG00000133739.15,LRRCC1,0.714297949
ENSG00000254866.2,DEFB109P3,0.714261548
ENSG00000279199.1,RP11-749I16.3,0.714081971
ENSG00000123999.4,INHA,0.714029596
ENSG00000109919.9,MTCH2,0.713995998
ENSG00000110104.11,CCDC86,0.713877244
ENSG00000244063.1,AC024704.2,0.71378959
ENSG00000261549.2,RP11-320A16.1,0.713713792
ENSG00000265737.1,RP11-1157N2__B.2,0.713668834
ENSG00000267399.1,RP11-456O19.5,0.713597006
ENSG00000185078.3,AC093698.1,0.713463694
ENSG00000265943.1,RP11-739L10.1,0.713291876
ENSG00000272071.1,RP11-332J15.4,0.713276649
ENSG00000251377.1,RP11-18H21.3,0.713265565
ENSG00000256940.1,RP11-783K16.5,0.71321529
ENSG00000223466.1,LINC01825,0.7131829
ENSG00000204595.1,DPRX,0.713143458
ENSG00000099821.13,POLRMT,0.713060653
ENSG00000274654.1,CTD-3247H4.2,0.713038993
ENSG00000248632.1,RP11-366M4.11,0.712918765
ENSG00000283959.1,KB-1042C11.5,0.712898953
ENSG00000249378.5,LINC01060,0.71288869
ENSG00000258039.2,RP11-406H4.1,0.712856226
ENSG00000244052.1,RPL5P24,0.712823457
ENSG00000280734.2,LINC01232,0.712690871
ENSG00000171612.6,SLC25A33,0.712575988
ENSG00000214100.8,PLAC9P1,0.71230797
ENSG00000254391.1,CTC-529G1.1,0.712214139
ENSG00000267227.1,RP11-640I15.2,0.712212482
ENSG00000267852.1,CTB-133G6.2,0.712121372
ENSG00000225768.1,RP11-127O4.3,0.71203194
ENSG00000187790.10,FANCM,0.712016525
ENSG00000140104.13,C14orf79,0.711975686
ENSG00000230170.1,HNRNPA1P28,0.71192985
ENSG00000196357.11,ZNF565,0.711806194
ENSG00000248540.2,RP11-247C2.2,0.711742965
ENSG00000258734.2,RP11-112J1.3,0.711730806
ENSG00000259315.1,ACTG1P17,0.711721345
ENSG00000144848.10,ATG3,0.711692801
ENSG00000255491.2,RP11-1082L8.3,0.711561465
ENSG00000227260.1,LINC01985,0.711529859
ENSG00000228919.5,AC097381.1,0.71140896
ENSG00000249493.1,ANKRD20A18P,0.711375826
ENSG00000206195.10,DUXAP8,0.711200746
ENSG00000272192.1,CTD-2532N20.1,0.711141876
ENSG00000124226.10,RNF114,0.711012393
ENSG00000236464.1,CTA-796E4.3,0.710625676
ENSG00000166226.12,CCT2,0.710618256
ENSG00000174574.15,AKIRIN1,0.710463506
ENSG00000220695.1,RP1-121G13.3,0.710389182
ENSG00000180425.11,C11orf71,0.710375192
ENSG00000179603.17,GRM8,0.710322691
ENSG00000257327.1,RP11-650K20.3,0.710225994
ENSG00000232215.2,OR2L6P,0.710101889
ENSG00000258499.1,RP11-862G15.2,0.710078325
ENSG00000230747.1,AC021188.4,0.709955032
ENSG00000223965.2,ZNF587P1,0.709742406
ENSG00000232060.3,SLC4A1APP1,0.709724057
ENSG00000174628.16,IQCK,0.709665831
ENSG00000261824.6,LINC00662,0.709624675
ENSG00000243572.1,LINC02017,0.709472354
ENSG00000187741.14,FANCA,0.709403209
ENSG00000235863.3,B3GALT4,0.709303127
ENSG00000227269.1,RP11-96L7.2,0.709297983
ENSG00000232260.2,BTF3L4P1,0.709286594
ENSG00000166455.13,C16orf46,0.708894798
ENSG00000257660.5,RP11-579D7.4,0.708851598
ENSG00000160209.18,PDXK,0.708778987
ENSG00000241233.3,KRTAP5-8,0.708762118
ENSG00000180723.6,OR51A9P,0.708477402
ENSG00000099804.8,CDC34,0.708334981
ENSG00000228486.10,LINC01125,0.708316607
ENSG00000262434.1,RP11-676J12.8,0.708034793
ENSG00000235728.1,AC007349.5,0.707853287
ENSG00000107951.14,MTPAP,0.707825829
ENSG00000258150.5,RP11-345J4.3,0.707763402
ENSG00000126003.6,PLAGL2,0.70773245
ENSG00000136856.17,SLC2A8,0.707586952
ENSG00000196368.4,NUDT11,0.707545713
ENSG00000001167.14,NFYA,0.707435349
ENSG00000206832.1,RNU6V,0.707304767
ENSG00000197360.9,ZNF98,0.706942882
ENSG00000276747.1,PADI6,0.70684466
ENSG00000224844.1,AC107079.1,0.706819487
ENSG00000283683.1,RP3-454G6.2,0.706633192
ENSG00000165121.11,RP11-213G2.3,0.70646299
ENSG00000200847.1,Y_RNA,0.706423266
ENSG00000237787.4,C3orf79,0.706251021
ENSG00000247121.6,CTD-2260A17.2,0.706125309
ENSG00000250302.1,LINC01618,0.706094839
ENSG00000207696.1,MIR659,0.70609171
ENSG00000131738.10,KRT33B,0.70578187
ENSG00000264706.2,RN7SL217P,0.705747516
ENSG00000254223.1,RP11-419K12.1,0.705736874
ENSG00000227711.3,FAM166AP4,0.705694952
ENSG00000260163.1,RP11-521O16.2,0.70562637
ENSG00000258783.1,KRT18P6,0.705617058
ENSG00000203279.3,RP11-498P14.5,0.705511008
ENSG00000278002.1,RP11-596C23.2,0.705411597
ENSG00000257264.5,MIR3179-1,0.705342772
ENSG00000159055.3,MIS18A,0.705155131
ENSG00000218233.1,NEPNP,0.705151854
ENSG00000231073.1,RP11-316M1.3,0.705135303
ENSG00000259917.1,HNRNPLP2,0.705069821
ENSG00000279497.1,RP11-654C20.1,0.704885989
ENSG00000204603.6,LINC01257,0.704884528
ENSG00000239857.6,GET4,0.704856283
ENSG00000266486.1,FAM106CP,0.704750719
ENSG00000187492.8,CDHR4,0.704720125
ENSG00000274827.4,LINC01297,0.704404066
ENSG00000241832.1,CECR3,0.704395102
ENSG00000135913.10,USP37,0.704343074
ENSG00000234572.1,LINC01800,0.7041892
ENSG00000171953.15,ATPAF2,0.704178543
ENSG00000259377.1,CTD-2308G16.1,0.704066155
ENSG00000259658.4,RP11-89K11.1,0.704063895
ENSG00000235912.1,RP1-159A19.3,0.70400769
ENSG00000231133.6,HAR1B,0.703933003
ENSG00000267644.1,CTD-2008P7.10,0.703844537
ENSG00000230750.1,SDAD1P2,0.703818864
ENSG00000259774.1,RP11-182J1.13,0.703661714
ENSG00000224245.1,RP11-533K9.3,0.703630187
ENSG00000142700.11,DMRTA2,0.703556906
ENSG00000266389.1,CTB-41I6.1,0.70355635
ENSG00000232396.2,RP1-76B20.11,0.703336565
ENSG00000197838.4,CYP2A13,0.703295223
ENSG00000267299.1,CTB-66B24.1,0.703240681
ENSG00000159873.9,CCDC117,0.703218646
ENSG00000258631.2,RP11-739G5.1,0.70299106
ENSG00000010017.12,RANBP9,0.702938577
ENSG00000261083.1,RP11-93I21.3,0.702908772
ENSG00000187595.15,ZNF385C,0.702856012
ENSG00000266744.1,RP11-131K5.1,0.702769733
ENSG00000280171.1,CTD-2542C24.14,0.702740236
ENSG00000264070.1,DND1P1,0.702600881
ENSG00000178665.14,ZNF713,0.702560987
ENSG00000234181.1,RP11-182N22.8,0.702548481
ENSG00000165874.12,FAM35BP,0.702302068
ENSG00000260771.1,RP1-39J2.1,0.702293823
ENSG00000278212.1,MAFIP,0.702170867
ENSG00000253989.2,IGHVIII-38-1,0.702169952
ENSG00000232535.1,OR5H8,0.702097443
ENSG00000238267.1,RP11-241K18.2,0.702084556
ENSG00000239731.3,RN7SL825P,0.701959083
ENSG00000181800.5,CELF2-AS1,0.701947562
ENSG00000162068.1,NTN3,0.701918312
ENSG00000164082.14,GRM2,0.7018759
ENSG00000258637.1,RP11-242P2.1,0.701793227
ENSG00000142583.17,SLC2A5,0.70163984
ENSG00000238087.3,FMO8P,0.701575751
ENSG00000280277.1,RP1-72A23.4,0.700900801
ENSG00000232545.1,KB-318B8.7,0.700895812
ENSG00000105948.13,TTC26,0.700854866
ENSG00000137075.17,RNF38,0.700825483
ENSG00000250945.1,RP11-810P8.1,0.70079054
ENSG00000132004.12,FBXW9,0.700745811
ENSG00000214049.6,UCA1,0.700700373
ENSG00000279905.1,RP11-117L5.1,0.70065037
ENSG00000261431.1,RP4-616B8.4,0.700442872
ENSG00000125834.12,STK35,0.700302796
ENSG00000196951.10,SCOC-AS1,0.70019715
ENSG00000127318.10,IL22,0.700037881
ENSG00000183011.13,NAA38,0.700021115
ENSG00000198183.11,BPIFA1,0.699900893
ENSG00000257893.2,RP11-587P21.2,0.699889531
ENSG00000234427.1,RP3-413H6.2,0.699854067
ENSG00000115137.11,DNAJC27,0.699788944
ENSG00000261117.1,RP11-333O1.1,0.699522197
ENSG00000164611.12,PTTG1,0.69922721
ENSG00000267076.1,CCDC58P3,0.699196611
